en,file,file-name,gen,id,length,sp
Sanderling,https://xeno-canto.org/441019/download,XC441019-Calidris alba_call__2018.08.11_16.10_01_Praia-Norte.mp3,Calidris,441019,0:04,alba
Sanderling,https://xeno-canto.org/342353/download,XC342353-320_calalb_kutsuääni2_Azorit_Terceira_2011-10-11.mp3,Calidris,342353,0:06,alba
Sanderling,https://xeno-canto.org/671475/download,XC671475-Calidris alba_2021.08.31_12.38_01.mp3,Calidris,671475,0:05,alba
Sanderling,https://xeno-canto.org/594493/download,XC594493-200923-002_HP10NR5N12_15h46_Calba.mp3,Calidris,594493,0:03,alba
Sanderling,https://xeno-canto.org/430431/download,XC430431-Calidris alba_call_07-09-2013_ 17.00_Praia Norte.mp3,Calidris,430431,0:02,alba
Dunlin,https://xeno-canto.org/750326/download,XC750326-Calidris alpina_2022.08.26_06.56_10.mp3,Calidris,750326,0:10,alpina
Dunlin,https://xeno-canto.org/639622/download,XC639622-210328-180411pilritopeitopreto.mp3,Calidris,639622,0:46,alpina
Dunlin,https://xeno-canto.org/554103/download,XC554103-200503-203834pilritopeitopreto.mp3,Calidris,554103,0:42,alpina
Dunlin,https://xeno-canto.org/554101/download,XC554101-200503-203800pilritopeitopreto.mp3,Calidris,554101,0:06,alpina
Dunlin,https://xeno-canto.org/554096/download,XC554096-200503-194542pilritopeitopreto.mp3,Calidris,554096,0:09,alpina
Dunlin,https://xeno-canto.org/822106/download,XC822106-230809-044517PilritoPeitoPreto.wav,Calidris,822106,0:03,alpina
Dunlin,https://xeno-canto.org/771965/download,"XC771965-Dunlin,-flight-call,-221221-007.wav",Calidris,771965,0:10,alpina
Dunlin,https://xeno-canto.org/770718/download,"XC770718-Dunlin,-flight-call,-221221-004.wav",Calidris,770718,0:11,alpina
Dunlin,https://xeno-canto.org/770716/download,"XC770716-Dunlin,-flight-call,-Alvor,-221221-002.wav",Calidris,770716,0:15,alpina
Dunlin,https://xeno-canto.org/753783/download,XC753783-2022.10.02-14.10--1.mp3,Calidris,753783,0:01,alpina
Dunlin,https://xeno-canto.org/750997/download,XC750997-2017.08.20_16.28_01.mp3,Calidris,750997,0:08,alpina
Dunlin,https://xeno-canto.org/748559/download,XC748559-2022.08.14_09.21_01.mp3,Calidris,748559,0:05,alpina
Dunlin,https://xeno-canto.org/685780/download,XC685780-210831_0775.mp3,Calidris,685780,0:14,alpina
Dunlin,https://xeno-canto.org/606160/download,XC606160-201117-141427pilritopeitopreto.mp3,Calidris,606160,0:03,alpina
Dunlin,https://xeno-canto.org/554104/download,XC554104-200503-205137pilritopeitopreto.mp3,Calidris,554104,2:25,alpina
Dunlin,https://xeno-canto.org/500159/download,XC500159-2019.09.28_17.30_02.mp3,Calidris,500159,5:10,alpina
Dunlin,https://xeno-canto.org/500145/download,XC500145-2019.09.29_17.27_01.mp3,Calidris,500145,1:19,alpina
Dunlin,https://xeno-canto.org/481638/download,XC481638-190528-211728pilritopeitopreto.mp3,Calidris,481638,0:26,alpina
Dunlin,https://xeno-canto.org/481637/download,XC481637-190528-211628pilritopeitpreto.mp3,Calidris,481637,0:19,alpina
Dunlin,https://xeno-canto.org/463962/download,XC463962-190323-182735bandover.mp3,Calidris,463962,0:14,alpina
Dunlin,https://xeno-canto.org/437037/download,XC437037-Calidris-alpina_song_2018.08.20_12.13_01_Ludo.mp3,Calidris,437037,0:09,alpina
Dunlin,https://xeno-canto.org/785003/download,XC785003-230123-182733PilritoPeitoPreto.wav,Calidris,785003,2:04,alpina
Dunlin,https://xeno-canto.org/667852/download,XC667852-210801_0760_21.mp3,Calidris,667852,0:03,alpina
Dunlin,https://xeno-canto.org/656694/download,XC656694-210423-160011pilritopeitopreto.mp3,Calidris,656694,0:27,alpina
Dunlin,https://xeno-canto.org/594495/download,XC594495-200923-005_HP10NR5N6_16h02_Calpina.mp3,Calidris,594495,0:02,alpina
Dunlin,https://xeno-canto.org/552647/download,XC552647-200424-051410id.mp3,Calidris,552647,0:05,alpina
Dunlin,https://xeno-canto.org/552645/download,XC552645-200424-023843id.mp3,Calidris,552645,0:05,alpina
Dunlin,https://xeno-canto.org/552634/download,XC552634-200424-005312id.mp3,Calidris,552634,0:36,alpina
Dunlin,https://xeno-canto.org/510551/download,XC510551-191204-101801pilritopeitopreto.mp3,Calidris,510551,0:22,alpina
Dunlin,https://xeno-canto.org/495426/download,XC495426-190826-123542pilritopeitopreto.mp3,Calidris,495426,0:04,alpina
Dunlin,https://xeno-canto.org/444844/download,XC444844-Calidris alpina _call_2018.08.23_19.45_01_Paul_de_Lagos.mp3,Calidris,444844,0:06,alpina
Dunlin,https://xeno-canto.org/430436/download,XC430436-Calidris alpina_07-09-2013 17.00_Praia Norte.mp3,Calidris,430436,0:04,alpina
Dunlin,https://xeno-canto.org/656685/download,XC656685-210423-112555pilritopeitopreto.mp3,Calidris,656685,0:07,alpina
Dunlin,https://xeno-canto.org/584662/download,XC584662-200824_0019 (Dunlin call xeno).mp3,Calidris,584662,0:03,alpina
Dunlin,https://xeno-canto.org/500217/download,XC500217-2019.09.28_17.58_01.mp3,Calidris,500217,0:01,alpina
Dunlin,https://xeno-canto.org/789922/download,XC789922-Calalp1_Martinhal.wav,Calidris,789922,0:04,alpina
Dunlin,https://xeno-canto.org/786214/download,XC786214-Calalp1_Cabo-da-Praia.wav,Calidris,786214,0:13,alpina
Purple Sandpiper,https://xeno-canto.org/616074/download,XC616074-2020-12-09 09.50.22 cal mar.mp3,Calidris,616074,0:04,maritima
Little Stint,https://xeno-canto.org/750329/download,XC750329-Calidris minuta_2022.08.26_07.59_04.mp3,Calidris,750329,0:02,minuta
Little Stint,https://xeno-canto.org/505207/download,XC505207-191025-170439borrelhopequenocoleira.wav,Calidris,505207,0:43,minuta
Little Stint,https://xeno-canto.org/505206/download,XC505206-191025-170324borrelhopequenocoleira.wav,Calidris,505206,0:39,minuta
White-rumped Sandpiper,https://xeno-canto.org/390832/download,XC390832-Calidris fuscicollis_Corvo_171022_01.mp3,Calidris,390832,0:05,fuscicollis
White-rumped Sandpiper,https://xeno-canto.org/786207/download,XC786207-Calfus2_Cabo-da-Praia.wav,Calidris,786207,0:04,fuscicollis
White-rumped Sandpiper,https://xeno-canto.org/786206/download,XC786206-Calfus1_Cabo-da-Praia.wav,Calidris,786206,0:47,fuscicollis
Pectoral Sandpiper,https://xeno-canto.org/598357/download,XC598357-pectoral sand.mp3.mp3,Calidris,598357,0:05,melanotos
Pectoral Sandpiper,https://xeno-canto.org/786216/download,XC786216-Cal.mel.1_Canada-do-Quinhão-Grande.wav,Calidris,786216,0:10,melanotos
Pectoral Sandpiper,https://xeno-canto.org/786217/download,XC786217-Calmel_Canada-do-Quinhão-Grande.wav,Calidris,786217,0:05,melanotos
Semipalmated Sandpiper,https://xeno-canto.org/786215/download,XC786215-Cal.pus.1_Canada-do-Quinhão-Grande.wav,Calidris,786215,0:05,pusilla
Long-billed Dowitcher,https://xeno-canto.org/93184/download,20120120_zambujal_lim_sco.mp3,Limnodromus,93184,0:06,scolopaceus
Eurasian Woodcock,https://xeno-canto.org/812320/download,XC812320-Scorustopinho1_Pico-Gaspar.wav,Scolopax,812320,0:15,rusticola
Eurasian Woodcock,https://xeno-canto.org/812312/download,XC812312-Scorus4_Mata-do-Estado.wav,Scolopax,812312,0:12,rusticola
Eurasian Woodcock,https://xeno-canto.org/812311/download,XC812311-Scorus3_Mata-do-Estado.wav,Scolopax,812311,0:17,rusticola
Eurasian Woodcock,https://xeno-canto.org/812309/download,XC812309-Scorus2_Mata-do-Estado.wav,Scolopax,812309,0:14,rusticola
Eurasian Woodcock,https://xeno-canto.org/812306/download,XC812306-Scorus1_Mata-do-Estado.wav,Scolopax,812306,0:15,rusticola
Eurasian Woodcock,https://xeno-canto.org/812304/download,XC812304-Bécasse-des-boistop2_Caldeira-de-Guilherme-Moniz.wav,Scolopax,812304,0:24,rusticola
Eurasian Woodcock,https://xeno-canto.org/812303/download,XC812303-Bécasse-des-boistop1_Caldeira-de-Guilherme-Moniz.wav,Scolopax,812303,0:12,rusticola
Eurasian Woodcock,https://xeno-canto.org/808492/download,XC808492-Scorustop8_MdE.wav,Scolopax,808492,0:19,rusticola
Eurasian Woodcock,https://xeno-canto.org/808491/download,XC808491-ScorusTop7_MdE.wav,Scolopax,808491,0:22,rusticola
Eurasian Woodcock,https://xeno-canto.org/808490/download,XC808490-Scorustop6_MdE.wav,Scolopax,808490,0:22,rusticola
Eurasian Woodcock,https://xeno-canto.org/808489/download,XC808489-Scorustop5_MdE.wav,Scolopax,808489,0:14,rusticola
Eurasian Woodcock,https://xeno-canto.org/808488/download,XC808488-ScorusTop4_MdE.wav,Scolopax,808488,0:19,rusticola
Eurasian Woodcock,https://xeno-canto.org/808487/download,XC808487-Scorustop3_MdE.wav,Scolopax,808487,0:15,rusticola
Eurasian Woodcock,https://xeno-canto.org/808486/download,XC808486-ScorusTop2MdE.wav,Scolopax,808486,0:16,rusticola
Eurasian Woodcock,https://xeno-canto.org/808485/download,XC808485-Scorustop1MdE.wav,Scolopax,808485,0:15,rusticola
Eurasian Woodcock,https://xeno-canto.org/808472/download,XC808472-Scorustop2_M.-do-Estado.wav,Scolopax,808472,0:13,rusticola
Eurasian Woodcock,https://xeno-canto.org/808471/download,XC808471-Scorustop1_M.-do-Estado.wav,Scolopax,808471,0:27,rusticola
Eurasian Woodcock,https://xeno-canto.org/808470/download,XC808470-Scorus2_M.-do-Estado.wav,Scolopax,808470,0:22,rusticola
Eurasian Woodcock,https://xeno-canto.org/808469/download,XC808469-Scorus1_M.-do-Estado.wav,Scolopax,808469,0:18,rusticola
Eurasian Woodcock,https://xeno-canto.org/796194/download,XC796194-Scorustopinho2_Mata-do-Estado.wav,Scolopax,796194,0:11,rusticola
Eurasian Woodcock,https://xeno-canto.org/812314/download,XC812314-Scorustopinho1_Mata-do-Estado.wav,Scolopax,812314,0:30,rusticola
Eurasian Woodcock,https://xeno-canto.org/812313/download,XC812313-Galgal5_Pico-Gaspar.wav,Scolopax,812313,0:38,rusticola
Eurasian Woodcock,https://xeno-canto.org/808484/download,XC808484-ScorusTop7_MdE.wav,Scolopax,808484,0:22,rusticola
Eurasian Woodcock,https://xeno-canto.org/808483/download,XC808483-Scorus6_MdE.wav,Scolopax,808483,0:10,rusticola
Eurasian Woodcock,https://xeno-canto.org/808482/download,XC808482-Scorus5_MdE.wav,Scolopax,808482,0:17,rusticola
Eurasian Woodcock,https://xeno-canto.org/808481/download,XC808481-Scorus4MdE.wav,Scolopax,808481,0:15,rusticola
Eurasian Woodcock,https://xeno-canto.org/808480/download,XC808480-Scorus3_MdE.wav,Scolopax,808480,0:09,rusticola
Eurasian Woodcock,https://xeno-canto.org/808479/download,XC808479-Scorus2_MdE.wav,Scolopax,808479,0:11,rusticola
Eurasian Woodcock,https://xeno-canto.org/808477/download,XC808477-Scorus1MdE.wav,Scolopax,808477,0:19,rusticola
Eurasian Woodcock,https://xeno-canto.org/796195/download,XC796195-ScorusCdGM.wav,Scolopax,796195,0:23,rusticola
Eurasian Woodcock,https://xeno-canto.org/796193/download,XC796193-Scorustopinho1_Mata-do-Estado.wav,Scolopax,796193,0:07,rusticola
Eurasian Woodcock,https://xeno-canto.org/796192/download,XC796192-ScorusTop1.1_Mata-do-Estado.wav,Scolopax,796192,0:14,rusticola
Eurasian Woodcock,https://xeno-canto.org/796191/download,XC796191-Scorus3_Mata-do-Estado.wav,Scolopax,796191,0:07,rusticola
Eurasian Woodcock,https://xeno-canto.org/796190/download,XC796190-Scorus2_Mata-do-Estado.wav,Scolopax,796190,0:11,rusticola
Eurasian Woodcock,https://xeno-canto.org/796187/download,XC796187-Scorus1_Mata-do-Estado.wav,Scolopax,796187,0:11,rusticola
Eurasian Woodcock,https://xeno-canto.org/794028/download,XC794028-Scorus1_Jardim-Botânico-de-Pedro-Miguel.wav,Scolopax,794028,0:12,rusticola
Eurasian Woodcock,https://xeno-canto.org/794027/download,XC794027-Scorustop1_Jardim-Botânico-de-Pedro-Miguel.wav,Scolopax,794027,0:21,rusticola
Eurasian Woodcock,https://xeno-canto.org/794026/download,XC794026-ScorusTop2_Jardim-Botânico-de-Pedro-Miguel.wav,Scolopax,794026,0:19,rusticola
Eurasian Woodcock,https://xeno-canto.org/792887/download,XC792887-Scorustop.1_Caldeira-de-Guilherme-Moniz.wav,Scolopax,792887,0:21,rusticola
Eurasian Woodcock,https://xeno-canto.org/792886/download,XC792886-ScorusTop.2_Caldeira-de-Guilherme-Moniz.wav,Scolopax,792886,0:18,rusticola
Eurasian Woodcock,https://xeno-canto.org/792885/download,XC792885-ScorusTOP.3_Caldeira-de-Guilherme-Moniz.wav,Scolopax,792885,0:20,rusticola
Eurasian Woodcock,https://xeno-canto.org/792414/download,XC792414-Scorus_Viveiros-da-Falca.wav,Scolopax,792414,0:07,rusticola
Eurasian Woodcock,https://xeno-canto.org/792412/download,XC792412-Scorus.Top4_Viveiros-da-Falca.wav,Scolopax,792412,0:21,rusticola
Eurasian Woodcock,https://xeno-canto.org/792410/download,XC792410-Scorus.top3_Viveiros-da-Falca.wav,Scolopax,792410,0:14,rusticola
Eurasian Woodcock,https://xeno-canto.org/792409/download,XC792409-Scorus.top2_Viveiros-da-Falca.wav,Scolopax,792409,0:18,rusticola
Eurasian Woodcock,https://xeno-canto.org/792408/download,XC792408-Scorus.top1_Viveiros-da-Falca.wav,Scolopax,792408,0:11,rusticola
Eurasian Woodcock,https://xeno-canto.org/792051/download,XC792051-ScorusTOP5_Mata-do-Estado.wav,Scolopax,792051,0:14,rusticola
Eurasian Woodcock,https://xeno-canto.org/791613/download,XC791613-Scorus_Viveiros-da-Falca.wav,Scolopax,791613,0:05,rusticola
Eurasian Woodcock,https://xeno-canto.org/789632/download,XC789632-Sco.rus.1_Lagoa-do-Landroal.wav,Scolopax,789632,0:13,rusticola
Eurasian Woodcock,https://xeno-canto.org/789631/download,XC789631-Sco.rus.top5_Lagoa-do-Landroal.wav,Scolopax,789631,0:26,rusticola
Eurasian Woodcock,https://xeno-canto.org/789629/download,XC789629-Sco.rus.top4_Lagoa-do-Landroal.wav,Scolopax,789629,0:15,rusticola
Eurasian Woodcock,https://xeno-canto.org/789628/download,XC789628-Sco.rus.top3_Lagoa-do-Landroal.wav,Scolopax,789628,0:23,rusticola
Eurasian Woodcock,https://xeno-canto.org/789627/download,XC789627-Sco.rus.top2_Lagoa-do-Landroal.wav,Scolopax,789627,0:15,rusticola
Eurasian Woodcock,https://xeno-canto.org/789625/download,XC789625-Sco.rus.top1_Lagoa-do-Landroal.wav,Scolopax,789625,0:25,rusticola
Eurasian Woodcock,https://xeno-canto.org/784293/download,XC784293-Galinhola1Top_Pico-dos-Pedreiros.wav,Scolopax,784293,0:12,rusticola
Eurasian Woodcock,https://xeno-canto.org/784292/download,XC784292-Galinhola3_Viveiros-da-Falca.wav,Scolopax,784292,0:14,rusticola
Eurasian Woodcock,https://xeno-canto.org/784291/download,XC784291-Galinhola2_Viveiros-da-Falca.wav,Scolopax,784291,0:24,rusticola
Eurasian Woodcock,https://xeno-canto.org/784290/download,XC784290-Galinhola1_Viveiros-da-Falca.wav,Scolopax,784290,0:07,rusticola
Eurasian Woodcock,https://xeno-canto.org/784289/download,XC784289-Galinhola4Top_Viveiros-da-Falca.wav,Scolopax,784289,0:11,rusticola
Eurasian Woodcock,https://xeno-canto.org/784288/download,XC784288-Galinhola3TOP_Viveiros-da-Falca.wav,Scolopax,784288,0:14,rusticola
Eurasian Woodcock,https://xeno-canto.org/784287/download,XC784287-Galinhola1Top_Viveiros-da-Falca.wav,Scolopax,784287,0:21,rusticola
Eurasian Woodcock,https://xeno-canto.org/784285/download,XC784285-Galinhola1Top_Viveiros-da-Falca.wav,Scolopax,784285,0:21,rusticola
Eurasian Woodcock,https://xeno-canto.org/784281/download,XC784281-SrTop_Caldeira-de-Guilherme-Moniz.wav,Scolopax,784281,0:13,rusticola
Eurasian Woodcock,https://xeno-canto.org/784280/download,XC784280-Sco.rusTOP4_Caldeira-de-Guilherme-Moniz.wav,Scolopax,784280,0:10,rusticola
Eurasian Woodcock,https://xeno-canto.org/784279/download,XC784279-Sco.rusTop3_Caldeira-de-Guilherme-Moniz.wav,Scolopax,784279,0:08,rusticola
Eurasian Woodcock,https://xeno-canto.org/784278/download,XC784278-Sco.rusTop2_Caldeira-de-Guilherme-Moniz.wav,Scolopax,784278,0:05,rusticola
Eurasian Woodcock,https://xeno-canto.org/784277/download,XC784277-Sco.rusTop1_Caldeira-de-Guilherme-Moniz.wav,Scolopax,784277,0:09,rusticola
Eurasian Woodcock,https://xeno-canto.org/784275/download,XC784275-Sco.rus.Top2_Caldeira-de-Guilherme-Moniz.wav,Scolopax,784275,0:07,rusticola
Eurasian Woodcock,https://xeno-canto.org/784274/download,XC784274-Sco.rus.Top1_Caldeira-de-Guilherme-Moniz.wav,Scolopax,784274,0:14,rusticola
Eurasian Woodcock,https://xeno-canto.org/784273/download,XC784273-Bécasse-des-bois2TOP_Caldeira-de-Guilherme-Moniz.wav,Scolopax,784273,0:13,rusticola
Eurasian Woodcock,https://xeno-canto.org/784272/download,XC784272-Bécasse-des-bois1TOP_Caldeira-de-Guilherme-Moniz.wav,Scolopax,784272,0:11,rusticola
Eurasian Woodcock,https://xeno-canto.org/784116/download,XC784116-ScorusTop1_Caldeira-de-Guilherme-Moniz.wav,Scolopax,784116,0:11,rusticola
Eurasian Woodcock,https://xeno-canto.org/782358/download,XC782358-Scolopax-rusticola_2023.02.18_18.00_011.mp3,Scolopax,782358,0:19,rusticola
Eurasian Woodcock,https://xeno-canto.org/262755/download,XC262755-150704_78.mp3,Scolopax,262755,1:00,rusticola
Eurasian Woodcock,https://xeno-canto.org/805818/download,XC805818-Scorus2_Casas-da-Cascata.wav,Scolopax,805818,0:10,rusticola
Eurasian Woodcock,https://xeno-canto.org/805817/download,XC805817-Scorus1_Casas-da-Cascata.wav,Scolopax,805817,0:21,rusticola
Eurasian Woodcock,https://xeno-canto.org/805816/download,XC805816-Sco.rus.2_Casas-da-Cascata.wav,Scolopax,805816,0:13,rusticola
Eurasian Woodcock,https://xeno-canto.org/792054/download,XC792054-Scorustop4_Mata-do-Estado.wav,Scolopax,792054,0:12,rusticola
Eurasian Woodcock,https://xeno-canto.org/792053/download,XC792053-Scorustop2_Mata-do-Estado.wav,Scolopax,792053,0:14,rusticola
Eurasian Woodcock,https://xeno-canto.org/792052/download,XC792052-ScorusTop1_Mata-do-Estado.wav,Scolopax,792052,0:10,rusticola
Eurasian Woodcock,https://xeno-canto.org/792050/download,XC792050-ScorusTOP3_Mata-do-Estado.wav,Scolopax,792050,0:12,rusticola
Eurasian Woodcock,https://xeno-canto.org/785852/download,XC785852-Scolopax-rusticola2_Caldeira-de-Guilherme-Moniz.wav,Scolopax,785852,0:07,rusticola
Eurasian Woodcock,https://xeno-canto.org/785850/download,XC785850-Scolopax-rusticola1Caldeira-de-Guilherme-Moniz.wav,Scolopax,785850,0:04,rusticola
Eurasian Woodcock,https://xeno-canto.org/262756/download,XC262756-150704_79.mp3,Scolopax,262756,0:36,rusticola
Eurasian Woodcock,https://xeno-canto.org/805815/download,XC805815-Sco.rus.1_Casas-da-Cascata.wav,Scolopax,805815,0:10,rusticola
Eurasian Woodcock,https://xeno-canto.org/790143/download,XC790143-Scorus2_Santo-António.wav,Scolopax,790143,0:11,rusticola
Eurasian Woodcock,https://xeno-canto.org/790141/download,XC790141-Scorus1_Santo-António.wav,Scolopax,790141,0:21,rusticola
Common Snipe,https://xeno-canto.org/817430/download,XC817430-Galgal3_Pico-Gaspar.wav,Gallinago,817430,0:22,gallinago
Common Snipe,https://xeno-canto.org/817429/download,XC817429-Galgal2_Pico-Gaspar.wav,Gallinago,817429,0:04,gallinago
Common Snipe,https://xeno-canto.org/812613/download,XC812613-Galgal1_PG.wav,Gallinago,812613,0:09,gallinago
Common Snipe,https://xeno-canto.org/812607/download,XC812607-Bécassinetop7_Pico-Gaspar.wav,Gallinago,812607,0:23,gallinago
Common Snipe,https://xeno-canto.org/812605/download,XC812605-BécassineTop6_Pico-Gaspar.wav,Gallinago,812605,0:08,gallinago
Common Snipe,https://xeno-canto.org/812604/download,XC812604-BécassineTop5_Pico-Gaspar.wav,Gallinago,812604,0:07,gallinago
Common Snipe,https://xeno-canto.org/812602/download,XC812602-Bécassinetop4_Pico-Gaspar.wav,Gallinago,812602,0:41,gallinago
Common Snipe,https://xeno-canto.org/812601/download,XC812601-Bécassinetop3_Pico-Gaspar.wav,Gallinago,812601,0:13,gallinago
Common Snipe,https://xeno-canto.org/812599/download,XC812599-BécassineTop2_Pico-Gaspar.wav,Gallinago,812599,0:17,gallinago
Common Snipe,https://xeno-canto.org/812598/download,XC812598-Bécassinetop1_Pico-Gaspar.wav,Gallinago,812598,0:24,gallinago
Common Snipe,https://xeno-canto.org/812591/download,XC812591-Bécassine3_Pico-Gaspar.wav,Gallinago,812591,0:04,gallinago
Common Snipe,https://xeno-canto.org/808460/download,XC808460-Galgaltop2_PV.wav,Gallinago,808460,0:33,gallinago
Common Snipe,https://xeno-canto.org/808459/download,XC808459-Galgaltop1_PV.wav,Gallinago,808459,2:01,gallinago
Common Snipe,https://xeno-canto.org/808458/download,XC808458-Galgal1_PV.wav,Gallinago,808458,1:08,gallinago
Common Snipe,https://xeno-canto.org/808457/download,XC808457-Galgal2_Pico-Gaspar.wav,Gallinago,808457,0:30,gallinago
Common Snipe,https://xeno-canto.org/808456/download,XC808456-Galgaltopinho3_PG.wav,Gallinago,808456,0:57,gallinago
Common Snipe,https://xeno-canto.org/808455/download,XC808455-Galgaltopinho2_PG.wav,Gallinago,808455,0:39,gallinago
Common Snipe,https://xeno-canto.org/808454/download,XC808454-Galgaltopinho1_PG.wav,Gallinago,808454,0:41,gallinago
Common Snipe,https://xeno-canto.org/808453/download,XC808453-Galgaltop4_PG.wav,Gallinago,808453,0:10,gallinago
Common Snipe,https://xeno-canto.org/808451/download,XC808451-GalgalTop3_PG.wav,Gallinago,808451,1:09,gallinago
Common Snipe,https://xeno-canto.org/808450/download,XC808450-Galgaltop2_PG.wav,Gallinago,808450,0:14,gallinago
Common Snipe,https://xeno-canto.org/808449/download,XC808449-Galgaltop1_PG.wav,Gallinago,808449,0:12,gallinago
Common Snipe,https://xeno-canto.org/808448/download,XC808448-Galgal7_PG.wav,Gallinago,808448,0:31,gallinago
Common Snipe,https://xeno-canto.org/808447/download,XC808447-Galgal6_PG.wav,Gallinago,808447,0:05,gallinago
Common Snipe,https://xeno-canto.org/808446/download,XC808446-Galgal5_PG.wav,Gallinago,808446,0:35,gallinago
Common Snipe,https://xeno-canto.org/808445/download,XC808445-Galgal4_PG.wav,Gallinago,808445,0:50,gallinago
Common Snipe,https://xeno-canto.org/808444/download,XC808444-Galgal3_PG.wav,Gallinago,808444,1:34,gallinago
Common Snipe,https://xeno-canto.org/806699/download,XC806699-Gal.gal.1_Lagoa-Rasa.wav,Gallinago,806699,0:28,gallinago
Common Snipe,https://xeno-canto.org/833271/download,XC833271-Gallinago-gallinago_flight-call_031023_Alb-Gouvães.wav,Gallinago,833271,0:02,gallinago
Common Snipe,https://xeno-canto.org/817428/download,XC817428-Galgal1_Pico-Gaspar.wav,Gallinago,817428,0:53,gallinago
Common Snipe,https://xeno-canto.org/815277/download,XC815277-Bdm5_Pico-Gaspar.wav,Gallinago,815277,0:18,gallinago
Common Snipe,https://xeno-canto.org/815276/download,XC815276-Bdm4_Pico-Gaspar.wav,Gallinago,815276,0:38,gallinago
Common Snipe,https://xeno-canto.org/815274/download,XC815274-Bdm2_Pico-Gaspar.wav,Gallinago,815274,0:07,gallinago
Common Snipe,https://xeno-canto.org/812656/download,XC812656-Galgaltop2_PG.wav,Gallinago,812656,0:28,gallinago
Common Snipe,https://xeno-canto.org/812639/download,XC812639-Galgaltop1_Pico-Gaspar.wav,Gallinago,812639,0:10,gallinago
Common Snipe,https://xeno-canto.org/812596/download,XC812596-Bécassine4_Pico-Gaspar.wav,Gallinago,812596,0:24,gallinago
Common Snipe,https://xeno-canto.org/812588/download,XC812588-Bécassine2_Pico-Gaspar.wav,Gallinago,812588,0:08,gallinago
Common Snipe,https://xeno-canto.org/812580/download,XC812580-Bécassine1_Pico-Gaspar.wav,Gallinago,812580,0:32,gallinago
Common Snipe,https://xeno-canto.org/808443/download,XC808443-Galgal1_PG.wav,Gallinago,808443,0:09,gallinago
Common Snipe,https://xeno-canto.org/806709/download,XC806709-Galgal5_Caldeira-Seca.wav,Gallinago,806709,0:55,gallinago
Common Snipe,https://xeno-canto.org/806705/download,XC806705-Galgal4_Caldeira-Seca.wav,Gallinago,806705,0:12,gallinago
Common Snipe,https://xeno-canto.org/806703/download,XC806703-Galgal3_Caldeira-Seca.wav,Gallinago,806703,0:10,gallinago
Common Snipe,https://xeno-canto.org/806702/download,XC806702-Galgal2_Caldeira-Seca.wav,Gallinago,806702,0:29,gallinago
Common Snipe,https://xeno-canto.org/806701/download,XC806701-Galgal1_Caldeira-Seca.wav,Gallinago,806701,1:10,gallinago
Common Snipe,https://xeno-canto.org/792884/download,XC792884-Galgal2_Caldeira-de-Guilherme-Moniz.wav,Gallinago,792884,0:08,gallinago
Common Snipe,https://xeno-canto.org/791872/download,XC791872-Galgal.top1_Pau-Velho.wav,Gallinago,791872,0:17,gallinago
Common Snipe,https://xeno-canto.org/791871/download,XC791871-Galgal2.Pico-Gaspar.wav,Gallinago,791871,0:41,gallinago
Common Snipe,https://xeno-canto.org/791870/download,XC791870-Galgal1.Pico-Gaspar.wav,Gallinago,791870,0:28,gallinago
Common Snipe,https://xeno-canto.org/791142/download,XC791142-Gallinago-gallinagoTop5_Escampadouro.wav,Gallinago,791142,1:10,gallinago
Common Snipe,https://xeno-canto.org/791000/download,XC791000-Galgal5_Pau-Velho.wav,Gallinago,791000,0:12,gallinago
Common Snipe,https://xeno-canto.org/790997/download,XC790997-Galgal3_Pau-Velho.wav,Gallinago,790997,0:08,gallinago
Common Snipe,https://xeno-canto.org/790995/download,XC790995-Galgal1_Pau-Velho.wav,Gallinago,790995,0:30,gallinago
Common Snipe,https://xeno-canto.org/784383/download,XC784383-Gal.galTop_Queimada.wav,Gallinago,784383,0:05,gallinago
Common Snipe,https://xeno-canto.org/784382/download,XC784382-GgTop6_Escampadouro.wav,Gallinago,784382,0:40,gallinago
Common Snipe,https://xeno-canto.org/783752/download,XC783752-Galgaltop3_Escampadouro.wav,Gallinago,783752,0:29,gallinago
Common Snipe,https://xeno-canto.org/783748/download,XC783748-Galgaltop2_Escampadouro.wav,Gallinago,783748,0:12,gallinago
Common Snipe,https://xeno-canto.org/783743/download,XC783743-Galgaltop1_Escampadouro.wav,Gallinago,783743,0:23,gallinago
Common Snipe,https://xeno-canto.org/783741/download,XC783741-Galgal4_Escampadouro.wav,Gallinago,783741,0:34,gallinago
Common Snipe,https://xeno-canto.org/783739/download,XC783739-GalgalTop7_Escampadouro.wav,Gallinago,783739,1:01,gallinago
Common Snipe,https://xeno-canto.org/783738/download,XC783738-GalgalTop10_Escampadouro.wav,Gallinago,783738,1:01,gallinago
Common Snipe,https://xeno-canto.org/783737/download,XC783737-GalgalTOP12_Escampadouro.wav,Gallinago,783737,0:39,gallinago
Common Snipe,https://xeno-canto.org/783736/download,XC783736-GalgalTOP11_Escampadouro.wav,Gallinago,783736,1:11,gallinago
Common Snipe,https://xeno-canto.org/783734/download,XC783734-GalgalTOP_Escampadouro.wav,Gallinago,783734,0:35,gallinago
Common Snipe,https://xeno-canto.org/771960/download,"XC771960-Common-Snipe,-flight-call,-Avor,-221221-012.wav",Gallinago,771960,0:12,gallinago
